contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expiration,daysToExpiration,T,midPrice,S,r,moneyness
AMZN251205P00205000,2025-11-26 20:07:19+00:00,205.0,0.16,0.15,0.16,-0.099999994,-39.999996,383.0,1272,0.4105483556964895,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,0.155,229.57000732421875,0.03752999782562256,1.1198536942644817
AMZN251205P00207500,2025-11-26 20:06:58+00:00,207.5,0.22,0.2,0.22,-0.110000014,-33.33334,305.0,973,0.39495191740085006,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,0.21000000000000002,229.57000732421875,0.03752999782562256,1.1063614810805722
AMZN251205P00210000,2025-11-26 20:17:52+00:00,210.0,0.28,0.28,0.29,-0.16999999,-38.63636,696.0,1846,0.379176660210708,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,0.28500000000000003,229.57000732421875,0.03752999782562256,1.0931905110677083
AMZN251205P00212500,2025-11-26 20:06:33+00:00,212.5,0.43,0.4,0.41,-0.15999997,-27.118639,447.0,506,0.36701768759578424,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,0.405,229.57000732421875,0.03752999782562256,1.0803294462316178
AMZN251205P00215000,2025-11-26 20:17:50+00:00,215.0,0.57,0.56,0.58,-0.24000001,-29.62963,3810.0,8750,0.3543005594353333,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,0.5700000000000001,229.57000732421875,0.03752999782562256,1.067767475926599
AMZN251205P00217500,2025-11-26 20:18:03+00:00,217.5,0.81,0.81,0.82,-0.28000003,-25.688076,1161.0,1348,0.34371365731627807,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,0.815,229.57000732421875,0.03752999782562256,1.0554942865481323
AMZN251205P00220000,2025-11-26 20:16:05+00:00,220.0,1.17,1.16,1.18,-0.30000007,-20.408169,2465.0,2691,0.33493211341920237,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,1.17,229.57000732421875,0.03752999782562256,1.0435000332919033
AMZN251205P00222500,2025-11-26 20:15:24+00:00,222.5,1.67,1.66,1.68,-0.33000004,-16.500002,1561.0,1550,0.32772336616071307,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,1.67,229.57000732421875,0.03752999782562256,1.0317753138167134
AMZN251205P00225000,2025-11-26 20:17:18+00:00,225.0,2.33,2.34,2.37,-0.37000012,-13.703708,2523.0,2512,0.3221983056020412,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,2.355,229.57000732421875,0.03752999782562256,1.0203111436631944
AMZN251205P00227500,2025-11-26 20:13:38+00:00,227.5,3.25,3.2,3.25,-0.31999993,-8.963583,1833.0,1314,0.31567187125867213,False,REGULAR,USD,put,2025-12-05,8,0.021917808219178082,3.225,229.57000732421875,0.03752999782562256,1.0090989332932692
